 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation
CN2401100000000,24,11,"Caroline County, MD"
CN2401300000000,24,13,"Carroll County, MD"
CN2401500000000,24,15,"Cecil County, MD"
CN2401700000000,24,17,"Charles County, MD"
CN2401900000000,24,19,"Dorchester County, MD"
CN2402100000000,24,21,"Frederick County, MD"
CN2402300000000,24,23,"Garrett County, MD"
CN2402500000000,24,25,"Harford County, MD"
CN2402700000000,24,27,"Howard County, MD"
CN2402900000000,24,29,"Kent County, MD"
CN2403100000000,24,31,"Montgomery County, MD"
CN2403300000000,24,33,"Prince George's County, MD"
CN2403500000000,24,35,"Queen Anne's County, MD"
CN2403700000000,24,37,"St. Mary's County, MD"
CN2403900000000,24,39,"Somerset County, MD"
CN2404100000000,24,41,"Talbot County, MD"
CN2404300000000,24,43,"Washington County, MD"
CN2404500000000,24,45,"Wicomico County, MD"
CN2404700000000,24,47,"Worcester County, MD"
CN2451000000000,24,510,"Baltimore city, MD"
CN2500100000000,25,1,"Barnstable County, MA"
CN2500300000000,25,3,"Berkshire County, MA"
CN2500500000000,25,5,"Bristol County, MA"
CN2500700000000,25,7,"Dukes County, MA"
CN2500900000000,25,9,"Essex County, MA"
CN2501100000000,25,11,"Franklin County, MA"
CN2501300000000,25,13,"Hampden County, MA"
CN2501500000000,25,15,"Hampshire County, MA"
CN2501700000000,25,17,"Middlesex County, MA"
CN2501900000000,25,19,"Nantucket County/town, MA"
CN2502100000000,25,21,"Norfolk County, MA"
CN2502300000000,25,23,"Plymouth County, MA"
CN2502500000000,25,25,"Suffolk County, MA"
CN2502700000000,25,27,"Worcester County, MA"
CN2600100000000,26,1,"Alcona County, MI"
CN2600300000000,26,3,"Alger County, MI"
CN2600500000000,26,5,"Allegan County, MI"
CN2600700000000,26,7,"Alpena County, MI"
CN2600900000000,26,9,"Antrim County, MI"
CN2601100000000,26,11,"Arenac County, MI"
CN2601300000000,26,13,"Baraga County, MI"
CN2601500000000,26,15,"Barry County, MI"
CN2601700000000,26,17,"Bay County, MI"
CN2601900000000,26,19,"Benzie County, MI"
CN2602100000000,26,21,"Berrien County, MI"
CN2602300000000,26,23,"Branch County, MI"
CN2602500000000,26,25,"Calhoun County, MI"
CN2602700000000,26,27,"Cass County, MI"
CN2602900000000,26,29,"Charlevoix County, MI"
CN2603100000000,26,31,"Cheboygan County, MI"
CN2603300000000,26,33,"Chippewa County, MI"
CN2603500000000,26,35,"Clare County, MI"
CN2603700000000,26,37,"Clinton County, MI"
CN2603900000000,26,39,"Crawford County, MI"
CN2604100000000,26,41,"Delta County, MI"
CN2604300000000,26,43,"Dickinson County, MI"
CN2604500000000,26,45,"Eaton County, MI"
CN2604700000000,26,47,"Emmet County, MI"
CN2604900000000,26,49,"Genesee County, MI"
CN2605100000000,26,51,"Gladwin County, MI"
CN2605300000000,26,53,"Gogebic County, MI"
CN2605500000000,26,55,"Grand Traverse County, MI"
CN2605700000000,26,57,"Gratiot County, MI"
CN2605900000000,26,59,"Hillsdale County, MI"
CN2606100000000,26,61,"Houghton County, MI"
CN2606300000000,26,63,"Huron County, MI"
CN2606500000000,26,65,"Ingham County, MI"
CN2606700000000,26,67,"Ionia County, MI"
CN2606900000000,26,69,"Iosco County, MI"
CN2607100000000,26,71,"Iron County, MI"
CN2607300000000,26,73,"Isabella County, MI"
CN2607500000000,26,75,"Jackson County, MI"
CN2607700000000,26,77,"Kalamazoo County, MI"
CN2607900000000,26,79,"Kalkaska County, MI"
CN2608100000000,26,81,"Kent County, MI"
CN2608300000000,26,83,"Keweenaw County, MI"
CN2608500000000,26,85,"Lake County, MI"
CN2608700000000,26,87,"Lapeer County, MI"
CN2608900000000,26,89,"Leelanau County, MI"
CN2609100000000,26,91,"Lenawee County, MI"
CN2609300000000,26,93,"Livingston County, MI"
CN2609500000000,26,95,"Luce County, MI"
CN2609700000000,26,97,"Mackinac County, MI"
CN2609900000000,26,99,"Macomb County, MI"
CN2610100000000,26,101,"Manistee County, MI"
CN2610300000000,26,103,"Marquette County, MI"
CN2610500000000,26,105,"Mason County, MI"
CN2610700000000,26,107,"Mecosta County, MI"
CN2610900000000,26,109,"Menominee County, MI"
CN2611100000000,26,111,"Midland County, MI"
CN2611300000000,26,113,"Missaukee County, MI"
CN2611500000000,26,115,"Monroe County, MI"
CN2611700000000,26,117,"Montcalm County, MI"
CN2611900000000,26,119,"Montmorency County, MI"
CN2612100000000,26,121,"Muskegon County, MI"
CN2612300000000,26,123,"Newaygo County, MI"
CN2612500000000,26,125,"Oakland County, MI"
CN2612700000000,26,127,"Oceana County, MI"
CN2612900000000,26,129,"Ogemaw County, MI"
CN2613100000000,26,131,"Ontonagon County, MI"
CN2613300000000,26,133,"Osceola County, MI"
CN2613500000000,26,135,"Oscoda County, MI"
CN2613700000000,26,137,"Otsego County, MI"
CN2613900000000,26,139,"Ottawa County, MI"
CN2614100000000,26,141,"Presque Isle County, MI"
CN2614300000000,26,143,"Roscommon County, MI"
CN2614500000000,26,145,"Saginaw County, MI"
CN2614700000000,26,147,"St. Clair County, MI"
CN2614900000000,26,149,"St. Joseph County, MI"
CN2615100000000,26,151,"Sanilac County, MI"
CN2615300000000,26,153,"Schoolcraft County, MI"
CN2615500000000,26,155,"Shiawassee County, MI"
CN2615700000000,26,157,"Tuscola County, MI"
CN2615900000000,26,159,"Van Buren County, MI"
CN2616100000000,26,161,"Washtenaw County, MI"
CN2616300000000,26,163,"Wayne County, MI"
CN2616500000000,26,165,"Wexford County, MI"
CN2700100000000,27,1,"Aitkin County, MN"
CN2700300000000,27,3,"Anoka County, MN"
CN2700500000000,27,5,"Becker County, MN"
CN2700700000000,27,7,"Beltrami County, MN"
CN2700900000000,27,9,"Benton County, MN"
CN2701100000000,27,11,"Big Stone County, MN"
CN2701300000000,27,13,"Blue Earth County, MN"
CN2701500000000,27,15,"Brown County, MN"
CN2701700000000,27,17,"Carlton County, MN"
CN2701900000000,27,19,"Carver County, MN"
CN2702100000000,27,21,"Cass County, MN"
CN2702300000000,27,23,"Chippewa County, MN"
CN2702500000000,27,25,"Chisago County, MN"
CN2702700000000,27,27,"Clay County, MN"
CN2702900000000,27,29,"Clearwater County, MN"
CN2703100000000,27,31,"Cook County, MN"
CN2703300000000,27,33,"Cottonwood County, MN"
CN2703500000000,27,35,"Crow Wing County, MN"
CN2703700000000,27,37,"Dakota County, MN"
CN2703900000000,27,39,"Dodge County, MN"
CN2704100000000,27,41,"Douglas County, MN"
CN2704300000000,27,43,"Faribault County, MN"
CN2704500000000,27,45,"Fillmore County, MN"
CN2704700000000,27,47,"Freeborn County, MN"
CN2704900000000,27,49,"Goodhue County, MN"
CN2705100000000,27,51,"Grant County, MN"
CN2705300000000,27,53,"Hennepin County, MN"
CN2705500000000,27,55,"Houston County, MN"
CN2705700000000,27,57,"Hubbard County, MN"
CN2705900000000,27,59,"Isanti County, MN"
CN2706100000000,27,61,"Itasca County, MN"
CN2706300000000,27,63,"Jackson County, MN"
CN2706500000000,27,65,"Kanabec County, MN"
CN2706700000000,27,67,"Kandiyohi County, MN"
CN2706900000000,27,69,"Kittson County, MN"
CN2707100000000,27,71,"Koochiching County, MN"
CN2707300000000,27,73,"Lac qui Parle County, MN"
CN2707500000000,27,75,"Lake County, MN"
CN2707700000000,27,77,"Lake of the Woods County, MN"
CN2707900000000,27,79,"Le Sueur County, MN"
CN2708100000000,27,81,"Lincoln County, MN"
CN2708300000000,27,83,"Lyon County, MN"
CN2708500000000,27,85,"McLeod County, MN"
CN2708700000000,27,87,"Mahnomen County, MN"
CN2708900000000,27,89,"Marshall County, MN"
CN2709100000000,27,91,"Martin County, MN"
CN2709300000000,27,93,"Meeker County, MN"
CN2709500000000,27,95,"Mille Lacs County, MN"
CN2709700000000,27,97,"Morrison County, MN"
CN2709900000000,27,99,"Mower County, MN"
CN2710100000000,27,101,"Murray County, MN"
CN2710300000000,27,103,"Nicollet County, MN"
CN2710500000000,27,105,"Nobles County, MN"
CN2710700000000,27,107,"Norman County, MN"
CN2710900000000,27,109,"Olmsted County, MN"
CN2711100000000,27,111,"Otter Tail County, MN"
CN2711300000000,27,113,"Pennington County, MN"
CN2711500000000,27,115,"Pine County, MN"
CN2711700000000,27,117,"Pipestone County, MN"
CN2711900000000,27,119,"Polk County, MN"
CN2712100000000,27,121,"Pope County, MN"
CN2712300000000,27,123,"Ramsey County, MN"
CN2712500000000,27,125,"Red Lake County, MN"
CN2712700000000,27,127,"Redwood County, MN"
CN2712900000000,27,129,"Renville County, MN"
CN2713100000000,27,131,"Rice County, MN"
CN2713300000000,27,133,"Rock County, MN"
CN2713500000000,27,135,"Roseau County, MN"
CN2713700000000,27,137,"St. Louis County, MN"
CN2713900000000,27,139,"Scott County, MN"
CN2714100000000,27,141,"Sherburne County, MN"
CN2714300000000,27,143,"Sibley County, MN"
CN2714500000000,27,145,"Stearns County, MN"
CN2714700000000,27,147,"Steele County, MN"
CN2714900000000,27,149,"Stevens County, MN"
CN2715100000000,27,151,"Swift County, MN"
CN2715300000000,27,153,"Todd County, MN"
CN2715500000000,27,155,"Traverse County, MN"
CN2715700000000,27,157,"Wabasha County, MN"
CN2715900000000,27,159,"Wadena County, MN"
CN2716100000000,27,161,"Waseca County, MN"
CN2716300000000,27,163,"Washington County, MN"
CN2716500000000,27,165,"Watonwan County, MN"
CN2716700000000,27,167,"Wilkin County, MN"
CN2716900000000,27,169,"Winona County, MN"
CN2717100000000,27,171,"Wright County, MN"
CN2717300000000,27,173,"Yellow Medicine County, MN"
CN2800100000000,28,1,"Adams County, MS"
CN2800300000000,28,3,"Alcorn County, MS"
CN2800500000000,28,5,"Amite County, MS"
CN2800700000000,28,7,"Attala County, MS"
CN2800900000000,28,9,"Benton County, MS"
CN2801100000000,28,11,"Bolivar County, MS"
CN2801300000000,28,13,"Calhoun County, MS"
CN2801500000000,28,15,"Carroll County, MS"
CN2801700000000,28,17,"Chickasaw County, MS"
CN2801900000000,28,19,"Choctaw County, MS"
CN2802100000000,28,21,"Claiborne County, MS"
CN2802300000000,28,23,"Clarke County, MS"
CN2802500000000,28,25,"Clay County, MS"
CN2802700000000,28,27,"Coahoma County, MS"
CN2802900000000,28,29,"Copiah County, MS"
CN2803100000000,28,31,"Covington County, MS"
CN2803300000000,28,33,"DeSoto County, MS"
CN2803500000000,28,35,"Forrest County, MS"
CN2803700000000,28,37,"Franklin County, MS"
CN2803900000000,28,39,"George County, MS"
CN2804100000000,28,41,"Greene County, MS"
CN2804300000000,28,43,"Grenada County, MS"
CN2804500000000,28,45,"Hancock County, MS"
CN2804700000000,28,47,"Harrison County, MS"
CN2804900000000,28,49,"Hinds County, MS"
CN2805100000000,28,51,"Holmes County, MS"
CN2805300000000,28,53,"Humphreys County, MS"
CN2805500000000,28,55,"Issaquena County, MS"
CN2805700000000,28,57,"Itawamba County, MS"
CN2805900000000,28,59,"Jackson County, MS"
CN2806100000000,28,61,"Jasper County, MS"
CN2806300000000,28,63,"Jefferson County, MS"
CN2806500000000,28,65,"Jefferson Davis County, MS"
CN2806700000000,28,67,"Jones County, MS"
CN2806900000000,28,69,"Kemper County, MS"
CN2807100000000,28,71,"Lafayette County, MS"
CN2807300000000,28,73,"Lamar County, MS"
CN2807500000000,28,75,"Lauderdale County, MS"
CN2807700000000,28,77,"Lawrence County, MS"
CN2807900000000,28,79,"Leake County, MS"
CN2808100000000,28,81,"Lee County, MS"
CN2808300000000,28,83,"Leflore County, MS"
CN2808500000000,28,85,"Lincoln County, MS"
CN2808700000000,28,87,"Lowndes County, MS"
CN2808900000000,28,89,"Madison County, MS"
CN2809100000000,28,91,"Marion County, MS"
CN2809300000000,28,93,"Marshall County, MS"
CN2809500000000,28,95,"Monroe County, MS"
CN2809700000000,28,97,"Montgomery County, MS"
CN2809900000000,28,99,"Neshoba County, MS"
CN2810100000000,28,101,"Newton County, MS"
CN2810300000000,28,103,"Noxubee County, MS"
CN2810500000000,28,105,"Oktibbeha County, MS"
CN2810700000000,28,107,"Panola County, MS"
CN2810900000000,28,109,"Pearl River County, MS"
CN2811100000000,28,111,"Perry County, MS"
CN2811300000000,28,113,"Pike County, MS"
CN2811500000000,28,115,"Pontotoc County, MS"
CN2811700000000,28,117,"Prentiss County, MS"
CN2811900000000,28,119,"Quitman County, MS"
CN2812100000000,28,121,"Rankin County, MS"
CN2812300000000,28,123,"Scott County, MS"
CN2812500000000,28,125,"Sharkey County, MS"
CN2812700000000,28,127,"Simpson County, MS"
CN2812900000000,28,129,"Smith County, MS"
CN2813100000000,28,131,"Stone County, MS"
CN2813300000000,28,133,"Sunflower County, MS"
CN2813500000000,28,135,"Tallahatchie County, MS"
CN2813700000000,28,137,"Tate County, MS"
CN2813900000000,28,139,"Tippah County, MS"
CN2814100000000,28,141,"Tishomingo County, MS"
CN2814300000000,28,143,"Tunica County, MS"
CN2814500000000,28,145,"Union County, MS"
CN2814700000000,28,147,"Walthall County, MS"
CN2814900000000,28,149,"Warren County, MS"
CN2815100000000,28,151,"Washington County, MS"
CN2815300000000,28,153,"Wayne County, MS"
CN2815500000000,28,155,"Webster County, MS"
CN2815700000000,28,157,"Wilkinson County, MS"
CN2815900000000,28,159,"Winston County, MS"
CN2816100000000,28,161,"Yalobusha County, MS"
CN2816300000000,28,163,"Yazoo County, MS"
CN2900100000000,29,1,"Adair County, MO"
CN2900300000000,29,3,"Andrew County, MO"
CN2900500000000,29,5,"Atchison County, MO"
CN2900700000000,29,7,"Audrain County, MO"
CN2900900000000,29,9,"Barry County, MO"
CN2901100000000,29,11,"Barton County, MO"
CN2901300000000,29,13,"Bates County, MO"
CN2901500000000,29,15,"Benton County, MO"
CN2901700000000,29,17,"Bollinger County, MO"
CN2901900000000,29,19,"Boone County, MO"
CN2902100000000,29,21,"Buchanan County, MO"
CN2902300000000,29,23,"Butler County, MO"
CN2902500000000,29,25,"Caldwell County, MO"
CN2902700000000,29,27,"Callaway County, MO"
CN2902900000000,29,29,"Camden County, MO"
CN2903100000000,29,31,"Cape Girardeau County, MO"
CN2903300000000,29,33,"Carroll County, MO"
CN2903500000000,29,35,"Carter County, MO"
CN2903700000000,29,37,"Cass County, MO"
CN2903900000000,29,39,"Cedar County, MO"
CN2904100000000,29,41,"Chariton County, MO"
CN2904300000000,29,43,"Christian County, MO"
CN2904500000000,29,45,"Clark County, MO"
CN2904700000000,29,47,"Clay County, MO"
CN2904900000000,29,49,"Clinton County, MO"
CN2905100000000,29,51,"Cole County, MO"
CN2905300000000,29,53,"Cooper County, MO"
CN2905500000000,29,55,"Crawford County, MO"
CN2905700000000,29,57,"Dade County, MO"
CN2905900000000,29,59,"Dallas County, MO"
CN2906100000000,29,61,"Daviess County, MO"
CN2906300000000,29,63,"DeKalb County, MO"
CN2906500000000,29,65,"Dent County, MO"
CN2906700000000,29,67,"Douglas County, MO"
CN2906900000000,29,69,"Dunklin County, MO"
CN2907100000000,29,71,"Franklin County, MO"
CN2907300000000,29,73,"Gasconade County, MO"
CN2907500000000,29,75,"Gentry County, MO"
CN2907700000000,29,77,"Greene County, MO"
CN2907900000000,29,79,"Grundy County, MO"
CN2908100000000,29,81,"Harrison County, MO"
CN2908300000000,29,83,"Henry County, MO"
CN2908500000000,29,85,"Hickory County, MO"
CN2908700000000,29,87,"Holt County, MO"
CN2908900000000,29,89,"Howard County, MO"
CN2909100000000,29,91,"Howell County, MO"
CN2909300000000,29,93,"Iron County, MO"
CN2909500000000,29,95,"Jackson County, MO"
CN2909700000000,29,97,"Jasper County, MO"
CN2909900000000,29,99,"Jefferson County, MO"
CN2910100000000,29,101,"Johnson County, MO"
CN2910300000000,29,103,"Knox County, MO"
CN2910500000000,29,105,"Laclede County, MO"
CN2910700000000,29,107,"Lafayette County, MO"
CN2910900000000,29,109,"Lawrence County, MO"
CN2911100000000,29,111,"Lewis County, MO"
CN2911300000000,29,113,"Lincoln County, MO"
CN2911500000000,29,115,"Linn County, MO"
CN2911700000000,29,117,"Livingston County, MO"
CN2911900000000,29,119,"McDonald County, MO"
CN2912100000000,29,121,"Macon County, MO"
CN2912300000000,29,123,"Madison County, MO"
CN2912500000000,29,125,"Maries County, MO"
CN2912700000000,29,127,"Marion County, MO"
CN2912900000000,29,129,"Mercer County, MO"
CN2913100000000,29,131,"Miller County, MO"
CN2913300000000,29,133,"Mississippi County, MO"
CN2913500000000,29,135,"Moniteau County, MO"
CN2913700000000,29,137,"Monroe County, MO"
CN2913900000000,29,139,"Montgomery County, MO"
CN2914100000000,29,141,"Morgan County, MO"
CN2914300000000,29,143,"New Madrid County, MO"
CN2914500000000,29,145,"Newton County, MO"
CN2914700000000,29,147,"Nodaway County, MO"
CN2914900000000,29,149,"Oregon County, MO"
CN2915100000000,29,151,"Osage County, MO"
CN2915300000000,29,153,"Ozark County, MO"
CN2915500000000,29,155,"Pemiscot County, MO"
CN2915700000000,29,157,"Perry County, MO"
CN2915900000000,29,159,"Pettis County, MO"
CN2916100000000,29,161,"Phelps County, MO"
CN2916300000000,29,163,"Pike County, MO"
CN2916500000000,29,165,"Platte County, MO"
CN2916700000000,29,167,"Polk County, MO"
CN2916900000000,29,169,"Pulaski County, MO"
CN2917100000000,29,171,"Putnam County, MO"
CN2917300000000,29,173,"Ralls County, MO"
CN2917500000000,29,175,"Randolph County, MO"
CN2917700000000,29,177,"Ray County, MO"
CN2917900000000,29,179,"Reynolds County, MO"
CN2918100000000,29,181,"Ripley County, MO"
CN2918300000000,29,183,"St. Charles County, MO"
CN2918500000000,29,185,"St. Clair County, MO"
CN2918600000000,29,186,"Ste. Genevieve County, MO"
CN2918700000000,29,187,"St. Francois County, MO"
CN2918900000000,29,189,"St. Louis County, MO"
CN2919500000000,29,195,"Saline County, MO"
CN2919700000000,29,197,"Schuyler County, MO"
CN2919900000000,29,199,"Scotland County, MO"
CN2920100000000,29,201,"Scott County, MO"
CN2920300000000,29,203,"Shannon County, MO"
CN2920500000000,29,205,"Shelby County, MO"
CN2920700000000,29,207,"Stoddard County, MO"
CN2920900000000,29,209,"Stone County, MO"
CN2921100000000,29,211,"Sullivan County, MO"
CN2921300000000,29,213,"Taney County, MO"
CN2921500000000,29,215,"Texas County, MO"
CN2921700000000,29,217,"Vernon County, MO"
CN2921900000000,29,219,"Warren County, MO"
CN2922100000000,29,221,"Washington County, MO"
CN2922300000000,29,223,"Wayne County, MO"
CN2922500000000,29,225,"Webster County, MO"
CN2922700000000,29,227,"Worth County, MO"
CN2922900000000,29,229,"Wright County, MO"
CN2951000000000,29,510,"St. Louis city, MO"
CN3000100000000,30,1,"Beaverhead County, MT"
CN3000300000000,30,3,"Big Horn County, MT"
CN3000500000000,30,5,"Blaine County, MT"
CN3000700000000,30,7,"Broadwater County, MT"
CN3000900000000,30,9,"Carbon County, MT"
CN3001100000000,30,11,"Carter County, MT"
CN3001300000000,30,13,"Cascade County, MT"
CN3001500000000,30,15,"Chouteau County, MT"
CN3001700000000,30,17,"Custer County, MT"
CN3001900000000,30,19,"Daniels County, MT"
CN3002100000000,30,21,"Dawson County, MT"
CN3002300000000,30,23,"Deer Lodge County, MT"
CN3002500000000,30,25,"Fallon County, MT"
CN3002700000000,30,27,"Fergus County, MT"
CN3002900000000,30,29,"Flathead County, MT"
CN3003100000000,30,31,"Gallatin County, MT"
CN3003300000000,30,33,"Garfield County, MT"
CN3003500000000,30,35,"Glacier County, MT"
CN3003700000000,30,37,"Golden Valley County, MT"
CN3003900000000,30,39,"Granite County, MT"
CN3004100000000,30,41,"Hill County, MT"
CN3004300000000,30,43,"Jefferson County, MT"
CN3004500000000,30,45,"Judith Basin County, MT"
CN3004700000000,30,47,"Lake County, MT"
CN3004900000000,30,49,"Lewis and Clark County, MT"
CN3005100000000,30,51,"Liberty County, MT"
CN3005300000000,30,53,"Lincoln County, MT"
CN3005500000000,30,55,"McCone County, MT"
CN3005700000000,30,57,"Madison County, MT"
CN3005900000000,30,59,"Meagher County, MT"
CN3006100000000,30,61,"Mineral County, MT"
CN3006300000000,30,63,"Missoula County, MT"
CN3006500000000,30,65,"Musselshell County, MT"
CN3006700000000,30,67,"Park County, MT"
CN3006900000000,30,69,"Petroleum County, MT"
CN3007100000000,30,71,"Phillips County, MT"
CN3007300000000,30,73,"Pondera County, MT"
CN3007500000000,30,75,"Powder River County, MT"
CN3007700000000,30,77,"Powell County, MT"
CN3007900000000,30,79,"Prairie County, MT"
CN3008100000000,30,81,"Ravalli County, MT"
CN3008300000000,30,83,"Richland County, MT"
CN3008500000000,30,85,"Roosevelt County, MT"
CN3008700000000,30,87,"Rosebud County, MT"
CN3008900000000,30,89,"Sanders County, MT"
CN3009100000000,30,91,"Sheridan County, MT"
CN3009300000000,30,93,"Silver Bow County, MT"
CN3009500000000,30,95,"Stillwater County, MT"
CN3009700000000,30,97,"Sweet Grass County, MT"
CN3009900000000,30,99,"Teton County, MT"
CN3010100000000,30,101,"Toole County, MT"
CN3010300000000,30,103,"Treasure County, MT"
CN3010500000000,30,105,"Valley County, MT"
CN3010700000000,30,107,"Wheatland County, MT"
CN3010900000000,30,109,"Wibaux County, MT"
CN3011100000000,30,111,"Yellowstone County, MT"
CN3100100000000,31,1,"Adams County, NE"
CN3100300000000,31,3,"Antelope County, NE"
CN3100500000000,31,5,"Arthur County, NE"
CN3100700000000,31,7,"Banner County, NE"
CN3100900000000,31,9,"Blaine County, NE"
CN3101100000000,31,11,"Boone County, NE"
CN3101300000000,31,13,"Box Butte County, NE"
CN3101500000000,31,15,"Boyd County, NE"
CN3101700000000,31,17,"Brown County, NE"
CN3101900000000,31,19,"Buffalo County, NE"
CN3102100000000,31,21,"Burt County, NE"
CN3102300000000,31,23,"Butler County, NE"
CN3102500000000,31,25,"Cass County, NE"
CN3102700000000,31,27,"Cedar County, NE"
CN3102900000000,31,29,"Chase County, NE"
CN3103100000000,31,31,"Cherry County, NE"
CN3103300000000,31,33,"Cheyenne County, NE"
CN3103500000000,31,35,"Clay County, NE"
CN3103700000000,31,37,"Colfax County, NE"
CN3103900000000,31,39,"Cuming County, NE"
CN3104100000000,31,41,"Custer County, NE"
CN3104300000000,31,43,"Dakota County, NE"
CN3104500000000,31,45,"Dawes County, NE"
CN3104700000000,31,47,"Dawson County, NE"
CN3104900000000,31,49,"Deuel County, NE"
CN3105100000000,31,51,"Dixon County, NE"
CN3105300000000,31,53,"Dodge County, NE"
CN3105500000000,31,55,"Douglas County, NE"
CN3105700000000,31,57,"Dundy County, NE"
CN3105900000000,31,59,"Fillmore County, NE"
CN3106100000000,31,61,"Franklin County, NE"
CN3106300000000,31,63,"Frontier County, NE"
CN3106500000000,31,65,"Furnas County, NE"
CN3106700000000,31,67,"Gage County, NE"
CN3106900000000,31,69,"Garden County, NE"
CN3107100000000,31,71,"Garfield County, NE"
CN3107300000000,31,73,"Gosper County, NE"
CN3107500000000,31,75,"Grant County, NE"
CN3107700000000,31,77,"Greeley County, NE"
CN3107900000000,31,79,"Hall County, NE"
CN3108100000000,31,81,"Hamilton County, NE"
CN3108300000000,31,83,"Harlan County, NE"
CN3108500000000,31,85,"Hayes County, NE"
CN3108700000000,31,87,"Hitchcock County, NE"
CN3108900000000,31,89,"Holt County, NE"
CN3109100000000,31,91,"Hooker County, NE"
CN3109300000000,31,93,"Howard County, NE"
CN3109500000000,31,95,"Jefferson County, NE"
CN3109700000000,31,97,"Johnson County, NE"
CN3109900000000,31,99,"Kearney County, NE"
CN3110100000000,31,101,"Keith County, NE"
CN3110300000000,31,103,"Keya Paha County, NE"
CN3110500000000,31,105,"Kimball County, NE"
CN3110700000000,31,107,"Knox County, NE"
CN3110900000000,31,109,"Lancaster County, NE"
CN3111100000000,31,111,"Lincoln County, NE"
CN3111300000000,31,113,"Logan County, NE"
CN3111500000000,31,115,"Loup County, NE"
CN3111700000000,31,117,"McPherson County, NE"
CN3111900000000,31,119,"Madison County, NE"
CN3112100000000,31,121,"Merrick County, NE"
CN3112300000000,31,123,"Morrill County, NE"
CN3112500000000,31,125,"Nance County, NE"
CN3112700000000,31,127,"Nemaha County, NE"
CN3112900000000,31,129,"Nuckolls County, NE"
CN3113100000000,31,131,"Otoe County, NE"
CN3113300000000,31,133,"Pawnee County, NE"
CN3113500000000,31,135,"Perkins County, NE"
CN3113700000000,31,137,"Phelps County, NE"
CN3113900000000,31,139,"Pierce County, NE"
CN3114100000000,31,141,"Platte County, NE"
CN3114300000000,31,143,"Polk County, NE"
CN3114500000000,31,145,"Red Willow County, NE"
CN3114700000000,31,147,"Richardson County, NE"
CN3114900000000,31,149,"Rock County, NE"
CN3115100000000,31,151,"Saline County, NE"
CN3115300000000,31,153,"Sarpy County, NE"
CN3115500000000,31,155,"Saunders County, NE"
CN3115700000000,31,157,"Scotts Bluff County, NE"
CN3115900000000,31,159,"Seward County, NE"
CN3116100000000,31,161,"Sheridan County, NE"
CN3116300000000,31,163,"Sherman County, NE"
CN3116500000000,31,165,"Sioux County, NE"
CN3116700000000,31,167,"Stanton County, NE"
CN3116900000000,31,169,"Thayer County, NE"
CN3117100000000,31,171,"Thomas County, NE"
CN3117300000000,31,173,"Thurston County, NE"
CN3117500000000,31,175,"Valley County, NE"
CN3117700000000,31,177,"Washington County, NE"
CN3117900000000,31,179,"Wayne County, NE"
CN3118100000000,31,181,"Webster County, NE"
CN3118300000000,31,183,"Wheeler County, NE"
CN3118500000000,31,185,"York County, NE"
CN3200100000000,32,1,"Churchill County, NV"
CN3200300000000,32,3,"Clark County, NV"
CN3200500000000,32,5,"Douglas County, NV"
CN3200700000000,32,7,"Elko County, NV"
CN3200900000000,32,9,"Esmeralda County, NV"
CN3201100000000,32,11,"Eureka County, NV"
CN3201300000000,32,13,"Humboldt County, NV"
CN3201500000000,32,15,"Lander County, NV"
CN3201700000000,32,17,"Lincoln County, NV"
CN3201900000000,32,19,"Lyon County, NV"
CN3202100000000,32,21,"Mineral County, NV"
CN3202300000000,32,23,"Nye County, NV"
CN3202700000000,32,27,"Pershing County, NV"
CN3202900000000,32,29,"Storey County, NV"
CN3203100000000,32,31,"Washoe County, NV"
CN3203300000000,32,33,"White Pine County, NV"
CN3251000000000,32,510,"Carson City, NV"
CN3300100000000,33,1,"Belknap County, NH"
CN3300300000000,33,3,"Carroll County, NH"
CN3300500000000,33,5,"Cheshire County, NH"
CN3300700000000,33,7,"Coos County, NH"
CN3300900000000,33,9,"Grafton County, NH"
CN3301100000000,33,11,"Hillsborough County, NH"
CN3301300000000,33,13,"Merrimack County, NH"
CN3301500000000,33,15,"Rockingham County, NH"
CN3301700000000,33,17,"Strafford County, NH"
CN3301900000000,33,19,"Sullivan County, NH"
CN3400100000000,34,1,"Atlantic County, NJ"
CN3400300000000,34,3,"Bergen County, NJ"
CN3400500000000,34,5,"Burlington County, NJ"
CN3400700000000,34,7,"Camden County, NJ"
CN3400900000000,34,9,"Cape May County, NJ"
CN3401100000000,34,11,"Cumberland County, NJ"
CN3401300000000,34,13,"Essex County, NJ"
CN3401500000000,34,15,"Gloucester County, NJ"
CN3401700000000,34,17,"Hudson County, NJ"
CN3401900000000,34,19,"Hunterdon County, NJ"
CN3402100000000,34,21,"Mercer County, NJ"
CN3402300000000,34,23,"Middlesex County, NJ"
CN3402500000000,34,25,"Monmouth County, NJ"
CN3402700000000,34,27,"Morris County, NJ"
CN3402900000000,34,29,"Ocean County, NJ"
CN3403100000000,34,31,"Passaic County, NJ"
CN3403300000000,34,33,"Salem County, NJ"
CN3403500000000,34,35,"Somerset County, NJ"
CN3403700000000,34,37,"Sussex County, NJ"
CN3403900000000,34,39,"Union County, NJ"
CN3404100000000,34,41,"Warren County, NJ"
CN3500100000000,35,1,"Bernalillo County, NM"
CN3500300000000,35,3,"Catron County, NM"
CN3500500000000,35,5,"Chaves County, NM"
